TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1079,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2026-03-30,104,60.35,6276.12,PO-7508,Purchase Order Receipt,102,206,warehouse1,Transaction processed for Main location,system,2026-03-30
1080,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Sale,2026-01-08,-41,347.02,-14227.82,SO-23197,Customer Sale,67,26,system,Transaction processed for Backup location,system,2026-01-08
1081,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Receipt,2025-07-02,26,343.81,8939.05,PO-9216,Purchase Order Receipt,84,110,warehouse2,Transaction processed for Backup location,system,2025-07-02
1082,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-09-22,-10,67.5,-675.0,SO-66157,Customer Sale,73,63,warehouse2,Transaction processed for Main location,system,2025-09-22
1083,3032,Comfort Fit Recreational Boots,Ski,Backup,Sale,2025-10-26,-24,252.31,-6055.44,SO-74165,Customer Sale,27,3,warehouse2,Transaction processed for Backup location,system,2025-10-26
1084,1551,BaseCamp Folding Table,Camping,Backup,Receipt,2025-08-23,70,69.59,4871.1,PO-2393,Purchase Order Receipt,50,120,system,Transaction processed for Backup location,system,2025-08-23
1085,1523,TrailLite Daypack,Camping,Main,Receipt,2026-01-21,89,53.69,4778.22,PO-6279,Purchase Order Receipt,138,227,system,Transaction processed for Main location,system,2026-01-21
1086,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2026-01-15,3,97.44,292.32,ADJ-1086,System Correction,97,100,warehouse2,Transaction processed for Backup location,system,2026-01-15
1087,2021,Chef Knife,Kitchen,Main,Sale,2025-08-04,-33,54.35,-1793.55,SO-24669,Customer Sale,108,75,system,Transaction processed for Main location,system,2025-08-04
1088,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2025-07-12,-36,235.56,-8480.16,SO-90174,Customer Sale,130,94,warehouse2,Transaction processed for Main location,system,2025-07-12
1089,3062,Anti-Fog Ski Goggles,Ski,Main,Receipt,2026-04-28,56,90.28,5055.75,PO-3982,Purchase Order Receipt,60,116,system,Transaction processed for Main location,system,2026-04-28
1090,1522,SummitClimber Backpack,Camping,Backup,Receipt,2026-03-25,78,139.52,10882.2,PO-2430,Purchase Order Receipt,8,86,system,Transaction processed for Backup location,system,2026-03-25
1091,1561,EcoFire Camping Stove,Camping,Main,Receipt,2026-02-17,95,72.38,6876.48,PO-3766,Purchase Order Receipt,43,138,system,Transaction processed for Main location,system,2026-02-17
1092,1522,SummitClimber Backpack,Camping,Regional,Sale,2025-09-22,-23,145.39,-3343.97,SO-33675,Customer Sale,72,49,system,Transaction processed for Regional location,system,2025-09-22
1093,3104,Ski Tuning Bench - Portable,Ski,Backup,Adjustment,2025-12-20,-15,145.52,-2182.8,ADJ-1093,Cycle Count,34,19,warehouse1,Transaction processed for Backup location,system,2025-12-20
1094,2111,High-Speed Blender,Kitchen,Main,Sale,2026-04-17,-47,147.2,-6918.4,SO-87878,Customer Sale,54,7,warehouse1,Transaction processed for Main location,system,2026-04-17
1095,1533,RainGuard Hiking Jacket,Camping,Main,Adjustment,2026-04-15,-19,116.73,-2217.87,ADJ-1095,Physical Count,116,97,warehouse1,Transaction processed for Main location,system,2026-04-15
1096,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2025-12-12,-30,352.91,-10587.3,SO-11758,Customer Sale,23,-7,warehouse1,Transaction processed for Backup location,system,2025-12-12
1097,1542,TrailWalker Hiking Shoes,Camping,Main,Sale,2025-12-19,-20,92.66,-1853.2,SO-22506,Customer Sale,68,48,warehouse1,Transaction processed for Main location,system,2025-12-19
1098,1522,SummitClimber Backpack,Camping,Backup,Receipt,2025-09-17,65,142.46,9259.61,PO-6329,Purchase Order Receipt,59,124,warehouse2,Transaction processed for Backup location,system,2025-09-17
1099,3052,Thermal Base Layer Set - Women's,Ski,Regional,Sale,2025-11-20,-47,110.67,-5201.49,SO-30923,Customer Sale,112,65,system,Transaction processed for Regional location,system,2025-11-20
1100,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Receipt,2025-11-13,153,165.4,25306.38,PO-8308,Purchase Order Receipt,100,253,warehouse1,Transaction processed for Backup location,system,2025-11-13
1101,1553,Adventure Dining Table,Camping,Regional,Sale,2025-08-25,-35,112.72,-3945.2,SO-78937,Customer Sale,86,51,warehouse1,Transaction processed for Regional location,system,2025-08-25
1102,3072,Hand Warmers - 10 Pack,Ski,Backup,Transfer,2026-02-28,-9,9.0,-81.0,TRF-5665,Warehouse Transfer,125,116,warehouse2,Transaction processed for Backup location,system,2026-02-28
1103,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2026-01-05,-3,9.0,-27.0,SO-42814,Customer Sale,34,31,warehouse2,Transaction processed for Backup location,system,2026-01-05
1104,3081,All-Temp Ski Wax Kit,Ski,Regional,Sale,2026-02-19,-28,56.17,-1572.76,SO-47565,Customer Sale,62,34,system,Transaction processed for Regional location,system,2026-02-19
1105,3031,Pro Flex Racing Ski Boots,Ski,Main,Damage,2025-10-08,-10,497.38,-4973.8,DMG-1105,Quality Issue,77,67,warehouse1,Transaction processed for Main location,system,2025-10-08
1106,1512,SkyView 2-Person Tent,Camping,Backup,Damage,2026-01-28,-10,251.46,-2514.6,DMG-1106,Shipping Damage,93,83,warehouse1,Transaction processed for Backup location,system,2026-01-28
1107,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2025-09-01,-29,9.0,-261.0,SO-12008,Customer Sale,153,124,warehouse2,Transaction processed for Backup location,system,2025-09-01
1108,1523,TrailLite Daypack,Camping,Backup,Adjustment,2025-09-01,-15,53.51,-802.65,ADJ-1108,Cycle Count,28,13,warehouse2,Transaction processed for Backup location,system,2025-09-01
1109,1511,Alpine Explorer Tent,Camping,Backup,Sale,2025-09-18,-7,327.59,-2293.13,SO-71609,Customer Sale,124,117,warehouse1,Transaction processed for Backup location,system,2025-09-18
1110,1523,TrailLite Daypack,Camping,Main,Transfer,2026-03-11,-28,53.51,-1498.28,TRF-3085,Warehouse Transfer,6,-22,system,Transaction processed for Main location,system,2026-03-11
1111,1551,BaseCamp Folding Table,Camping,Backup,Sale,2026-03-16,-35,70.32,-2461.2,SO-63185,Customer Sale,105,70,warehouse1,Transaction processed for Backup location,system,2026-03-16
1112,1523,TrailLite Daypack,Camping,Main,Adjustment,2026-03-20,18,53.51,963.18,ADJ-1112,Physical Count,19,37,warehouse1,Transaction processed for Main location,system,2026-03-20
1113,2051,Ice Cream Bowl,Kitchen,Main,Receipt,2025-11-19,12,17.6,211.2,PO-1267,Purchase Order Receipt,14,26,warehouse1,Transaction processed for Main location,system,2025-11-19
1114,1543,TrekStar Hiking Sandals,Camping,Main,Receipt,2026-01-24,165,66.03,10894.66,PO-8275,Purchase Order Receipt,66,231,warehouse1,Transaction processed for Main location,system,2026-01-24
1115,1551,BaseCamp Folding Table,Camping,Backup,Adjustment,2025-10-21,-9,70.32,-632.88,ADJ-1115,System Correction,49,40,warehouse2,Transaction processed for Backup location,system,2025-10-21
1116,1542,TrailWalker Hiking Shoes,Camping,Main,Sale,2025-12-20,-32,92.66,-2965.12,SO-36122,Customer Sale,47,15,system,Transaction processed for Main location,system,2025-12-20
1117,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2025-07-10,-2,622.36,-1244.72,SO-65096,Customer Sale,109,107,warehouse1,Transaction processed for Main location,system,2025-07-10
1118,2041,Serving Platter,Kitchen,Backup,Sale,2025-08-12,-11,42.82,-471.02,SO-34523,Customer Sale,37,26,system,Transaction processed for Backup location,system,2025-08-12
1119,3062,Anti-Fog Ski Goggles,Ski,Main,Receipt,2025-12-24,37,85.1,3148.59,PO-4816,Purchase Order Receipt,49,86,warehouse2,Transaction processed for Main location,system,2025-12-24
1120,2111,High-Speed Blender,Kitchen,Main,Receipt,2026-02-24,173,141.94,24554.84,PO-7884,Purchase Order Receipt,122,295,warehouse1,Transaction processed for Main location,system,2026-02-24
1121,2061,Mixing Bowl,Kitchen,Main,Sale,2025-09-19,-41,25.99,-1065.59,SO-71452,Customer Sale,38,-3,system,Transaction processed for Main location,system,2025-09-19
1122,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Adjustment,2025-11-11,8,917.54,7340.32,ADJ-1122,Physical Count,6,14,warehouse1,Transaction processed for Backup location,system,2025-11-11
1123,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Receipt,2026-02-06,95,59.06,5610.37,PO-9361,Purchase Order Receipt,102,197,system,Transaction processed for Backup location,system,2026-02-06
1124,2012,Espresso Machine,Kitchen,Backup,Receipt,2026-01-12,34,316.3,10754.07,PO-2631,Purchase Order Receipt,22,56,warehouse1,Transaction processed for Backup location,system,2026-01-12
1125,2111,High-Speed Blender,Kitchen,Main,Sale,2025-08-23,-48,147.2,-7065.6,SO-93992,Customer Sale,113,65,system,Transaction processed for Main location,system,2025-08-23
1126,3031,Pro Flex Racing Ski Boots,Ski,Main,Transfer,2025-10-06,-10,497.38,-4973.8,TRF-4622,Warehouse Transfer,22,12,warehouse1,Transaction processed for Main location,system,2025-10-06
1127,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Sale,2025-08-02,-1,173.42,-173.42,SO-10778,Customer Sale,47,46,system,Transaction processed for Backup location,system,2025-08-02
1128,2112,4-Slice Toaster,Kitchen,Main,Receipt,2025-12-13,56,71.53,4005.43,PO-8406,Purchase Order Receipt,261,317,warehouse2,Transaction processed for Main location,system,2025-12-13
1129,1581,LED Headlamp - Rechargeable,Camping,Main,Sale,2025-09-09,-36,58.54,-2107.44,SO-50757,Customer Sale,54,18,warehouse2,Transaction processed for Main location,system,2025-09-09
1130,3051,Insulated Ski Jacket - Men's,Ski,Main,Return,2025-09-19,3,188.45,565.34,RET-14917,Customer Return,181,184,system,Transaction processed for Main location,system,2025-09-19
1131,2112,4-Slice Toaster,Kitchen,Backup,Return,2025-11-30,5,55.51,277.56,RET-10599,Customer Return,100,105,system,Transaction processed for Backup location,system,2025-11-30
1132,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-03-29,-36,67.5,-2430.0,SO-90929,Customer Sale,86,50,warehouse2,Transaction processed for Backup location,system,2026-03-29
1133,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-07-12,-27,110.67,-2988.09,SO-30904,Customer Sale,63,36,warehouse2,Transaction processed for Backup location,system,2025-07-12
1134,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2025-11-08,-42,9.0,-378.0,SO-88515,Customer Sale,62,20,warehouse2,Transaction processed for Backup location,system,2025-11-08
1135,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Transfer,2026-01-19,-33,122.21,-4032.93,TRF-7054,Warehouse Transfer,0,-33,warehouse2,Transaction processed for Main location,system,2026-01-19
1136,2121,Bamboo Cutting Board Set,Kitchen,Backup,Adjustment,2026-03-07,6,30.3,181.8,ADJ-1136,Cycle Count,62,68,system,Transaction processed for Backup location,system,2026-03-07
1137,3031,Pro Flex Racing Ski Boots,Ski,Main,Sale,2026-04-21,-37,497.38,-18403.06,SO-59886,Customer Sale,82,45,system,Transaction processed for Main location,system,2026-04-21
1138,2121,Bamboo Cutting Board Set,Kitchen,Main,Damage,2025-10-17,-7,30.3,-212.1,DMG-1138,Shipping Damage,46,39,warehouse2,Transaction processed for Main location,system,2025-10-17
1139,2051,Ice Cream Bowl,Kitchen,Main,Sale,2026-03-05,-4,18.17,-72.68,SO-34995,Customer Sale,54,50,system,Transaction processed for Main location,system,2026-03-05
1140,2021,Chef Knife,Kitchen,Main,Sale,2026-02-01,-9,54.35,-489.15,SO-55526,Customer Sale,65,56,warehouse2,Transaction processed for Main location,system,2026-02-01
1141,2091,Spatula,Kitchen,Backup,Sale,2026-01-20,-25,9.76,-244.0,SO-15727,Customer Sale,107,82,warehouse1,Transaction processed for Backup location,system,2026-01-20
1142,1511,Alpine Explorer Tent,Camping,Backup,Receipt,2025-12-14,91,343.61,31268.06,PO-3724,Purchase Order Receipt,68,159,system,Transaction processed for Backup location,system,2025-12-14
1143,1523,TrailLite Daypack,Camping,Main,Sale,2026-01-22,-48,53.51,-2568.48,SO-63806,Customer Sale,141,93,warehouse1,Transaction processed for Main location,system,2026-01-22
1144,3081,All-Temp Ski Wax Kit,Ski,Regional,Adjustment,2026-04-22,14,56.17,786.38,ADJ-1144,Physical Count,87,101,warehouse2,Transaction processed for Regional location,system,2026-04-22
1145,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-11-04,-31,145.39,-4507.09,SO-95593,Customer Sale,53,22,system,Transaction processed for Backup location,system,2025-11-04
1146,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Transfer,2025-12-08,-38,259.09,-9845.42,TRF-4025,Warehouse Transfer,159,121,warehouse2,Transaction processed for Main location,system,2025-12-08
1147,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2025-07-23,20,97.44,1948.8,ADJ-1147,System Correction,136,156,warehouse2,Transaction processed for Backup location,system,2025-07-23
1148,1523,TrailLite Daypack,Camping,Main,Sale,2025-08-04,-19,53.51,-1016.69,SO-90414,Customer Sale,26,7,system,Transaction processed for Main location,system,2025-08-04
1149,2012,Espresso Machine,Kitchen,Main,Sale,2025-07-04,-49,315.48,-15458.52,SO-30314,Customer Sale,98,49,system,Transaction processed for Main location,system,2025-07-04
1150,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-10-18,-32,40.38,-1292.16,SO-77608,Customer Sale,152,120,system,Transaction processed for Main location,system,2025-10-18
1151,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Receipt,2025-08-27,165,125.36,20684.7,PO-4635,Purchase Order Receipt,71,236,warehouse1,Transaction processed for Backup location,system,2025-08-27
1152,1532,TrailBlaze Hiking Pants,Camping,Backup,Transfer,2025-08-08,-18,67.5,-1215.0,TRF-3915,Warehouse Transfer,12,-6,warehouse1,Transaction processed for Backup location,system,2025-08-08
1153,2081,Food Storage Set,Kitchen,Main,Transfer,2025-11-10,-44,27.66,-1217.04,TRF-3780,Warehouse Transfer,96,52,warehouse2,Transaction processed for Main location,system,2025-11-10
1154,1522,SummitClimber Backpack,Camping,Regional,Damage,2025-12-18,-4,145.39,-581.56,DMG-1154,Shipping Damage,58,54,warehouse1,Transaction processed for Regional location,system,2025-12-18
1155,2061,Mixing Bowl,Kitchen,Main,Sale,2025-10-26,-16,25.99,-415.84,SO-75447,Customer Sale,117,101,warehouse2,Transaction processed for Main location,system,2025-10-26
1156,3061,Professional Ski Helmet,Ski,Main,Sale,2025-07-13,-38,144.99,-5509.62,SO-97674,Customer Sale,46,8,warehouse1,Transaction processed for Main location,system,2025-07-13
1157,3032,Comfort Fit Recreational Boots,Ski,Backup,Adjustment,2026-04-19,-5,252.31,-1261.55,ADJ-1157,Cycle Count,57,52,system,Transaction processed for Backup location,system,2026-04-19
1158,1522,SummitClimber Backpack,Camping,Backup,Transfer,2025-11-09,-45,145.39,-6542.55,TRF-2819,Warehouse Transfer,41,-4,warehouse2,Transaction processed for Backup location,system,2025-11-09
1159,2011,Coffee Maker,Kitchen,Main,Sale,2025-07-26,-16,127.27,-2036.32,SO-21182,Customer Sale,210,194,warehouse1,Transaction processed for Main location,system,2025-07-26
1160,1543,TrekStar Hiking Sandals,Camping,Main,Receipt,2026-03-31,136,65.95,8968.92,PO-7955,Purchase Order Receipt,38,174,system,Transaction processed for Main location,system,2026-03-31
1161,1523,TrailLite Daypack,Camping,Main,Sale,2025-12-19,-9,53.51,-481.59,SO-63907,Customer Sale,35,26,warehouse1,Transaction processed for Main location,system,2025-12-19
1162,2112,4-Slice Toaster,Kitchen,Backup,Transfer,2025-11-08,-21,69.39,-1457.19,TRF-5636,Warehouse Transfer,60,39,warehouse2,Transaction processed for Backup location,system,2025-11-08
1163,1531,Summit Breeze Jacket,Camping,Regional,Receipt,2025-08-08,19,115.24,2189.62,PO-4317,Purchase Order Receipt,141,160,warehouse2,Transaction processed for Regional location,system,2025-08-08
1164,1543,TrekStar Hiking Sandals,Camping,Main,Damage,2026-03-06,-6,69.04,-414.24,DMG-1164,Warehouse Damage,131,125,warehouse1,Transaction processed for Main location,system,2026-03-06
1165,3071,Ski Boot Bag - Premium,Ski,Main,Adjustment,2025-12-10,1,40.38,40.38,ADJ-1165,System Correction,218,219,warehouse1,Transaction processed for Main location,system,2025-12-10
1166,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2025-11-19,-21,92.66,-1945.86,SO-97325,Customer Sale,1,-20,system,Transaction processed for Backup location,system,2025-11-19
1167,3032,Comfort Fit Recreational Boots,Ski,Backup,Receipt,2025-09-25,106,256.37,27175.09,PO-2477,Purchase Order Receipt,33,139,system,Transaction processed for Backup location,system,2025-09-25
1168,1553,Adventure Dining Table,Camping,Regional,Receipt,2025-11-09,188,112.43,21137.23,PO-9690,Purchase Order Receipt,120,308,warehouse1,Transaction processed for Regional location,system,2025-11-09
1169,1542,TrailWalker Hiking Shoes,Camping,Backup,Receipt,2025-09-03,24,96.2,2308.81,PO-6206,Purchase Order Receipt,22,46,warehouse1,Transaction processed for Backup location,system,2025-09-03
1170,2021,Chef Knife,Kitchen,Main,Receipt,2026-04-23,24,54.31,1303.37,PO-7351,Purchase Order Receipt,72,96,system,Transaction processed for Main location,system,2026-04-23
1171,2111,High-Speed Blender,Kitchen,Main,Sale,2025-12-13,-49,147.2,-7212.8,SO-73315,Customer Sale,48,-1,warehouse2,Transaction processed for Main location,system,2025-12-13
1172,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Sale,2026-01-28,-36,61.48,-2213.28,SO-24036,Customer Sale,13,-23,warehouse2,Transaction processed for Backup location,system,2026-01-28
1173,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Receipt,2025-11-21,64,333.76,21360.73,PO-7605,Purchase Order Receipt,99,163,warehouse1,Transaction processed for Backup location,system,2025-11-21
1174,3032,Comfort Fit Recreational Boots,Ski,Backup,Damage,2026-04-20,-3,252.31,-756.93,DMG-1174,Shipping Damage,100,97,system,Transaction processed for Backup location,system,2026-04-20
1175,1522,SummitClimber Backpack,Camping,Backup,Sale,2026-01-20,-16,145.39,-2326.24,SO-87070,Customer Sale,72,56,warehouse2,Transaction processed for Backup location,system,2026-01-20
1176,1552,TrekMaster Camping Chair,Camping,Main,Transfer,2025-09-23,-23,54.16,-1245.68,TRF-4379,Warehouse Transfer,111,88,warehouse2,Transaction processed for Main location,system,2025-09-23
1177,3053,Waterproof Ski Pants,Ski,Main,Adjustment,2025-08-10,-5,166.37,-831.85,ADJ-1177,Physical Count,201,196,warehouse1,Transaction processed for Main location,system,2025-08-10
1178,1541,TrekReady Hiking Boots,Camping,Main,Sale,2025-10-23,-6,121.2,-727.2,SO-85143,Customer Sale,75,69,warehouse2,Transaction processed for Main location,system,2025-10-23
1179,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-11-13,-27,137.5,-3712.5,SO-16733,Customer Sale,88,61,warehouse1,Transaction processed for Main location,system,2025-11-13
1180,3072,Hand Warmers - 10 Pack,Ski,Backup,Transfer,2026-04-10,-9,9.0,-81.0,TRF-6997,Warehouse Transfer,6,-3,warehouse1,Transaction processed for Backup location,system,2026-04-10
1181,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Adjustment,2025-12-14,-13,61.48,-799.24,ADJ-1181,System Correction,81,68,warehouse1,Transaction processed for Backup location,system,2025-12-14
1182,2091,Spatula,Kitchen,Main,Sale,2025-10-06,-25,9.76,-244.0,SO-89249,Customer Sale,68,43,system,Transaction processed for Main location,system,2025-10-06
1183,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Transfer,2026-03-25,-8,917.54,-7340.32,TRF-3002,Warehouse Transfer,97,89,system,Transaction processed for Backup location,system,2026-03-25
1184,1542,TrailWalker Hiking Shoes,Camping,Backup,Receipt,2025-09-28,179,93.35,16710.34,PO-9755,Purchase Order Receipt,76,255,system,Transaction processed for Backup location,system,2025-09-28
1185,1552,TrekMaster Camping Chair,Camping,Main,Adjustment,2025-10-17,7,54.16,379.12,ADJ-1185,Cycle Count,51,58,system,Transaction processed for Main location,system,2025-10-17
1186,2011,Coffee Maker,Kitchen,Main,Sale,2025-09-16,-4,127.27,-509.08,SO-55270,Customer Sale,273,269,warehouse2,Transaction processed for Main location,system,2025-09-16
1187,1532,TrailBlaze Hiking Pants,Camping,Backup,Return,2026-03-13,1,54.0,54.0,RET-17918,Customer Return,0,1,system,Transaction processed for Backup location,system,2026-03-13
1188,2112,4-Slice Toaster,Kitchen,Main,Sale,2025-09-23,-48,69.39,-3330.72,SO-33844,Customer Sale,226,178,warehouse2,Transaction processed for Main location,system,2025-09-23
1189,3031,Pro Flex Racing Ski Boots,Ski,Main,Sale,2025-12-20,-46,497.38,-22879.48,SO-67196,Customer Sale,16,-30,system,Transaction processed for Main location,system,2025-12-20
1190,3031,Pro Flex Racing Ski Boots,Ski,Main,Return,2025-10-09,5,397.9,1989.52,RET-62649,Customer Return,51,56,warehouse2,Transaction processed for Main location,system,2025-10-09
1191,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2025-10-02,38,63.44,2410.83,PO-5961,Purchase Order Receipt,20,58,warehouse2,Transaction processed for Main location,system,2025-10-02
1192,2012,Espresso Machine,Kitchen,Main,Sale,2025-10-04,-2,315.48,-630.96,SO-87660,Customer Sale,83,81,warehouse2,Transaction processed for Main location,system,2025-10-04
1193,1522,SummitClimber Backpack,Camping,Regional,Transfer,2025-12-23,-15,145.39,-2180.85,TRF-2908,Warehouse Transfer,25,10,warehouse2,Transaction processed for Regional location,system,2025-12-23
1194,2081,Food Storage Set,Kitchen,Main,Receipt,2025-09-01,139,26.45,3676.98,PO-1290,Purchase Order Receipt,76,215,warehouse1,Transaction processed for Main location,system,2025-09-01
1195,1533,RainGuard Hiking Jacket,Camping,Main,Adjustment,2025-11-19,-16,116.73,-1867.68,ADJ-1195,System Correction,90,74,system,Transaction processed for Main location,system,2025-11-19
1196,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Receipt,2025-07-11,44,117.9,5187.46,PO-2958,Purchase Order Receipt,84,128,system,Transaction processed for Backup location,system,2025-07-11
1197,1551,BaseCamp Folding Table,Camping,Backup,Receipt,2025-11-27,81,72.71,5889.2,PO-1310,Purchase Order Receipt,40,121,system,Transaction processed for Backup location,system,2025-11-27
1198,1563,CompactCook Camping Stove,Camping,Backup,Receipt,2026-04-25,49,71.19,3488.24,PO-5777,Purchase Order Receipt,110,159,warehouse1,Transaction processed for Backup location,system,2026-04-25
1199,3101,Winter Boots - Insulated,Ski,Backup,Transfer,2026-04-20,-27,97.44,-2630.88,TRF-5011,Warehouse Transfer,91,64,warehouse2,Transaction processed for Backup location,system,2026-04-20
1200,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Adjustment,2025-08-28,7,917.54,6422.78,ADJ-1200,System Correction,27,34,warehouse2,Transaction processed for Backup location,system,2025-08-28
1201,2071,Baking Pan,Kitchen,Main,Sale,2025-07-09,-15,17.67,-265.05,SO-70838,Customer Sale,85,70,warehouse1,Transaction processed for Main location,system,2025-07-09
1202,3104,Ski Tuning Bench - Portable,Ski,Backup,Sale,2025-10-31,-17,145.52,-2473.84,SO-36758,Customer Sale,14,-3,warehouse2,Transaction processed for Backup location,system,2025-10-31
1203,1532,TrailBlaze Hiking Pants,Camping,Backup,Transfer,2026-04-10,-16,67.5,-1080.0,TRF-8126,Warehouse Transfer,27,11,system,Transaction processed for Backup location,system,2026-04-10
1204,3081,All-Temp Ski Wax Kit,Ski,Backup,Receipt,2025-08-18,135,57.86,7810.82,PO-3738,Purchase Order Receipt,114,249,system,Transaction processed for Backup location,system,2025-08-18
1205,1562,PowerBurner Camping Stove,Camping,Backup,Transfer,2025-07-15,-23,137.5,-3162.5,TRF-4593,Warehouse Transfer,86,63,warehouse1,Transaction processed for Backup location,system,2025-07-15
1206,2012,Espresso Machine,Kitchen,Backup,Sale,2025-07-02,-45,315.48,-14196.6,SO-37359,Customer Sale,108,63,warehouse2,Transaction processed for Backup location,system,2025-07-02
1207,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2025-08-13,36,242.05,8713.84,PO-3248,Purchase Order Receipt,66,102,system,Transaction processed for Main location,system,2025-08-13
1208,1523,TrailLite Daypack,Camping,Backup,Receipt,2025-12-30,129,55.28,7131.66,PO-4331,Purchase Order Receipt,22,151,warehouse2,Transaction processed for Backup location,system,2025-12-30
1209,1511,Alpine Explorer Tent,Camping,Backup,Receipt,2025-12-03,16,330.48,5287.68,PO-6941,Purchase Order Receipt,23,39,warehouse1,Transaction processed for Backup location,system,2025-12-03
1210,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Damage,2025-09-26,-3,61.48,-184.44,DMG-1210,Warehouse Damage,85,82,warehouse2,Transaction processed for Main location,system,2025-09-26
1211,3082,Edge Tuning Tool Set,Ski,Regional,Return,2026-04-03,5,72.88,364.4,RET-60016,Customer Return,226,231,system,Transaction processed for Regional location,system,2026-04-03
1212,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2026-01-02,-24,113.19,-2716.56,SO-95736,Customer Sale,88,64,warehouse2,Transaction processed for Main location,system,2026-01-02
1213,2012,Espresso Machine,Kitchen,Main,Receipt,2026-01-28,200,328.7,65739.48,PO-5151,Purchase Order Receipt,119,319,warehouse2,Transaction processed for Main location,system,2026-01-28
1214,1521,Adventurer Pro Backpack,Camping,Main,Sale,2025-12-22,-21,151.56,-3182.76,SO-45327,Customer Sale,41,20,warehouse2,Transaction processed for Main location,system,2025-12-22
1215,1561,EcoFire Camping Stove,Camping,Backup,Receipt,2026-03-13,148,78.69,11646.2,PO-5852,Purchase Order Receipt,98,246,warehouse2,Transaction processed for Backup location,system,2026-03-13
1216,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2026-02-07,-4,9.0,-36.0,SO-41934,Customer Sale,141,137,system,Transaction processed for Backup location,system,2026-02-07
1217,2081,Food Storage Set,Kitchen,Main,Receipt,2026-01-11,170,28.3,4810.57,PO-6691,Purchase Order Receipt,81,251,warehouse1,Transaction processed for Main location,system,2026-01-11
1218,3052,Thermal Base Layer Set - Women's,Ski,Regional,Adjustment,2025-10-29,-18,110.67,-1992.06,ADJ-1218,System Correction,71,53,warehouse2,Transaction processed for Regional location,system,2025-10-29
1219,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2025-10-31,-33,352.91,-11646.03,SO-21682,Customer Sale,194,161,warehouse2,Transaction processed for Backup location,system,2025-10-31
1220,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-09-21,-45,122.21,-5499.45,SO-40703,Customer Sale,53,8,warehouse2,Transaction processed for Main location,system,2025-09-21
1221,2012,Espresso Machine,Kitchen,Backup,Sale,2025-09-11,-30,315.48,-9464.4,SO-83606,Customer Sale,4,-26,warehouse2,Transaction processed for Backup location,system,2025-09-11
1222,1512,SkyView 2-Person Tent,Camping,Main,Sale,2025-12-16,-38,251.46,-9555.48,SO-29216,Customer Sale,127,89,system,Transaction processed for Main location,system,2025-12-16
1223,2011,Coffee Maker,Kitchen,Main,Sale,2026-02-27,-24,127.27,-3054.48,SO-44424,Customer Sale,96,72,system,Transaction processed for Main location,system,2026-02-27
1224,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-09-20,139,150.5,20919.76,PO-4863,Purchase Order Receipt,85,224,warehouse1,Transaction processed for Backup location,system,2025-09-20
