TransactionID,ProductID,ProductName,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
648,2101,Measuring Cup Set,WH_100,Sale,2025-07-08,-6,12.84,77.04,SO-57280,Customer Sale,782,776,System,Transaction processed for WH_100 location,system,2025-07-08
649,3061,Professional Ski Helmet,WH_200,Adjustment,2025-08-26,-14,117.61,1646.54,ADJ-649,Physical Count,146,132,System,Transaction processed for WH_200 location,system,2025-08-26
650,3103,Snowboard Bindings - Pro,WH_200,Receipt,2025-09-01,52,168.98,8787.2,PO-2442,Purchase Order Receipt,42,94,System,Transaction processed for WH_200 location,system,2025-09-01
651,1523,TrailLite Daypack,WH_100,Return,2026-04-22,3,37.84,113.52,RET-39721,Customer Return,760,763,System,Transaction processed for WH_100 location,system,2026-04-22
652,2091,Spatula,WH_100,Sale,2026-02-06,-29,7.38,214.02,SO-21602,Customer Sale,519,490,System,Transaction processed for WH_100 location,system,2026-02-06
653,1553,Adventure Dining Table,WH_200,Sale,2025-07-19,-21,87.23,1831.83,SO-18660,Customer Sale,21,0,System,Transaction processed for WH_200 location,system,2025-07-19
654,3081,All-Temp Ski Wax Kit,WH_500,Sale,2026-04-28,-8,43.8,350.4,SO-70825,Customer Sale,79,71,System,Transaction processed for WH_500 location,system,2026-04-28
655,3053,Waterproof Ski Pants,WH_100,Sale,2026-01-04,-25,123.28,3082.0,SO-44867,Customer Sale,40,15,System,Transaction processed for WH_100 location,system,2026-01-04
656,3051,Insulated Ski Jacket - Men's,WH_500,Sale,2026-04-30,-46,167.9,7723.4,SO-95095,Customer Sale,46,0,System,Transaction processed for WH_500 location,system,2026-04-30
657,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2025-11-20,-47,79.81,3751.07,SO-55503,Customer Sale,53,6,System,Transaction processed for WH_200 location,system,2025-11-20
658,3091,Freestyle Snowboard - 155cm,WH_100,Sale,2025-10-25,-6,414.73,2488.38,SO-60358,Customer Sale,83,77,System,Transaction processed for WH_100 location,system,2025-10-25
659,1551,BaseCamp Folding Table,WH_200,Adjustment,2025-08-01,-7,56.2,393.4,ADJ-659,Cycle Count,87,80,System,Transaction processed for WH_200 location,system,2025-08-01
660,1561,EcoFire Camping Stove,WH_100,Transfer,2025-10-19,-49,79.86,3913.14,TRF-5285,Warehouse Transfer,110,61,System,Transaction processed for WH_100 location,system,2025-10-19
661,2091,Spatula,WH_200,Return,2025-12-27,1,5.9,5.9,RET-55123,Customer Return,107,108,System,Transaction processed for WH_200 location,system,2025-12-27
662,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Adjustment,2025-07-08,-19,57.66,1095.54,ADJ-662,Physical Count,30,11,System,Transaction processed for WH_100 location,system,2025-07-08
663,1563,CompactCook Camping Stove,WH_100,Receipt,2025-08-15,108,57.9,6253.52,PO-9513,Purchase Order Receipt,22,130,System,Transaction processed for WH_100 location,system,2025-08-15
664,1523,TrailLite Daypack,WH_100,Adjustment,2026-01-14,3,47.3,141.9,ADJ-664,Physical Count,759,762,System,Transaction processed for WH_100 location,system,2026-01-14
665,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Receipt,2026-01-10,14,562.6,7876.38,PO-9116,Purchase Order Receipt,29,43,System,Transaction processed for WH_200 location,system,2026-01-10
666,1562,PowerBurner Camping Stove,WH_200,Receipt,2025-07-29,96,112.91,10839.83,PO-1354,Purchase Order Receipt,147,243,System,Transaction processed for WH_200 location,system,2025-07-29
667,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Transfer,2026-01-16,-5,114.35,571.75,TRF-4968,Warehouse Transfer,33,28,System,Transaction processed for WH_200 location,system,2026-01-16
668,2021,Chef Knife,WH_200,Sale,2025-12-03,-34,58.34,1983.56,SO-19936,Customer Sale,3226,3192,System,Transaction processed for WH_200 location,system,2025-12-03
669,1542,TrailWalker Hiking Shoes,WH_200,Return,2025-11-04,5,66.94,334.68,RET-21619,Customer Return,137,142,System,Transaction processed for WH_200 location,system,2025-11-04
670,3104,Ski Tuning Bench - Portable,WH_200,Receipt,2025-12-28,138,119.17,16445.79,PO-6259,Purchase Order Receipt,95,233,System,Transaction processed for WH_200 location,system,2025-12-28
671,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Sale,2025-09-15,-26,57.66,1499.16,SO-11643,Customer Sale,34,8,System,Transaction processed for WH_100 location,system,2025-09-15
672,3082,Edge Tuning Tool Set,WH_100,Sale,2025-09-23,-29,59.43,1723.47,SO-45661,Customer Sale,132,103,System,Transaction processed for WH_100 location,system,2025-09-23
673,3061,Professional Ski Helmet,WH_200,Sale,2025-09-07,-41,117.61,4822.01,SO-85623,Customer Sale,94,53,System,Transaction processed for WH_200 location,system,2025-09-07
674,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Sale,2025-11-09,-47,568.23,26706.81,SO-65859,Customer Sale,75,28,System,Transaction processed for WH_200 location,system,2025-11-09
675,3033,Women's Performance Ski Boots,WH_100,Damage,2026-02-01,-6,407.14,2442.84,DMG-675,Quality Issue,79,73,System,Transaction processed for WH_100 location,system,2026-02-01
676,2091,Spatula,WH_200,Sale,2025-07-04,-1,7.38,7.38,SO-93752,Customer Sale,148,147,System,Transaction processed for WH_200 location,system,2025-07-04
677,1542,TrailWalker Hiking Shoes,WH_200,Adjustment,2026-02-08,12,83.67,1004.04,ADJ-677,Cycle Count,195,207,System,Transaction processed for WH_200 location,system,2026-02-08
678,1553,Adventure Dining Table,WH_200,Sale,2025-11-22,-17,87.23,1482.91,SO-39805,Customer Sale,134,117,System,Transaction processed for WH_200 location,system,2025-11-22
679,1511,Alpine Explorer Tent,WH_500,Sale,2025-10-23,-41,285.12,11689.92,SO-91950,Customer Sale,1151,1110,System,Transaction processed for WH_500 location,system,2025-10-23
680,2091,Spatula,WH_200,Sale,2025-11-28,-46,7.38,339.48,SO-69085,Customer Sale,170,124,System,Transaction processed for WH_200 location,system,2025-11-28
681,3032,Comfort Fit Recreational Boots,WH_200,Sale,2025-07-30,-20,276.26,5525.2,SO-81581,Customer Sale,29,9,System,Transaction processed for WH_200 location,system,2025-07-30
682,3041,Carbon Fiber Racing Poles - 120cm,WH_200,Receipt,2026-04-06,92,114.07,10494.16,PO-6131,Purchase Order Receipt,40,132,System,Transaction processed for WH_200 location,system,2026-04-06
683,3021,Nordic Classic XC Skis - 185cm,WH_200,Sale,2025-10-07,-7,229.72,1608.04,SO-33377,Customer Sale,7,0,System,Transaction processed for WH_200 location,system,2025-10-07
684,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Receipt,2025-11-28,63,373.91,23556.55,PO-5810,Purchase Order Receipt,80,143,System,Transaction processed for WH_200 location,system,2025-11-28
685,1521,Adventurer Pro Backpack,WH_500,Damage,2025-10-31,-6,118.65,711.9,DMG-685,Quality Issue,504,498,System,Transaction processed for WH_500 location,system,2025-10-31
686,1553,Adventure Dining Table,WH_200,Damage,2025-11-29,-3,87.23,261.69,DMG-686,Warehouse Damage,83,80,System,Transaction processed for WH_200 location,system,2025-11-29
687,3072,Hand Warmers - 10 Pack,WH_200,Damage,2025-12-26,-3,8.13,24.39,DMG-687,Quality Issue,61,58,System,Transaction processed for WH_200 location,system,2025-12-26
688,3072,Hand Warmers - 10 Pack,WH_200,Receipt,2026-01-03,35,8.25,288.84,PO-1256,Purchase Order Receipt,69,104,System,Transaction processed for WH_200 location,system,2026-01-03
689,2121,Bamboo Cutting Board Set,WH_100,Transfer,2025-08-13,-13,29.56,384.28,TRF-8979,Warehouse Transfer,148,135,System,Transaction processed for WH_100 location,system,2025-08-13
690,3052,Thermal Base Layer Set - Women's,WH_200,Sale,2026-02-08,-23,79.81,1835.63,SO-12773,Customer Sale,122,99,System,Transaction processed for WH_200 location,system,2026-02-08
691,3071,Ski Boot Bag - Premium,WH_200,Sale,2025-08-26,-12,34.5,414.0,SO-92810,Customer Sale,29,17,System,Transaction processed for WH_200 location,system,2025-08-26
692,3102,Winter Hiking Boots - Waterproof,WH_100,Adjustment,2025-12-31,19,134.96,2564.24,ADJ-692,Cycle Count,28,47,System,Transaction processed for WH_100 location,system,2025-12-31
693,1552,TrekMaster Camping Chair,WH_100,Receipt,2026-01-07,171,46.45,7942.8,PO-9796,Purchase Order Receipt,51,222,System,Transaction processed for WH_100 location,system,2026-01-07
694,3091,Freestyle Snowboard - 155cm,WH_200,Sale,2025-07-27,-44,414.73,18248.12,SO-21439,Customer Sale,98,54,System,Transaction processed for WH_200 location,system,2025-07-27
695,2011,Coffee Maker,WH_200,Adjustment,2025-12-24,14,119.66,1675.24,ADJ-695,System Correction,935,949,System,Transaction processed for WH_200 location,system,2025-12-24
696,1553,Adventure Dining Table,WH_200,Sale,2025-11-21,-38,87.23,3314.74,SO-22912,Customer Sale,55,17,System,Transaction processed for WH_200 location,system,2025-11-21
697,1523,TrailLite Daypack,WH_100,Transfer,2026-02-24,-39,47.3,1844.7,TRF-3356,Warehouse Transfer,876,837,System,Transaction processed for WH_100 location,system,2026-02-24
698,3081,All-Temp Ski Wax Kit,WH_500,Sale,2026-01-12,-23,43.8,1007.4,SO-85819,Customer Sale,119,96,System,Transaction processed for WH_500 location,system,2026-01-12
699,2081,Food Storage Set,WH_100,Receipt,2025-12-30,185,22.21,4108.43,PO-2758,Purchase Order Receipt,253,438,System,Transaction processed for WH_100 location,system,2025-12-30
700,2121,Bamboo Cutting Board Set,WH_100,Sale,2026-04-15,-11,29.56,325.16,SO-37304,Customer Sale,67,56,System,Transaction processed for WH_100 location,system,2026-04-15
701,2111,High-Speed Blender,WH_200,Sale,2026-01-05,-14,129.6,1814.4,SO-66869,Customer Sale,271,257,System,Transaction processed for WH_200 location,system,2026-01-05
702,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Receipt,2026-04-07,36,555.72,20005.81,PO-3462,Purchase Order Receipt,76,112,System,Transaction processed for WH_100 location,system,2026-04-07
703,3031,Pro Flex Racing Ski Boots,WH_200,Sale,2025-12-16,-17,459.79,7816.43,SO-90352,Customer Sale,17,0,System,Transaction processed for WH_200 location,system,2025-12-16
704,2041,Serving Platter,WH_500,Sale,2026-01-09,-30,43.57,1307.1,SO-93893,Customer Sale,2431,2401,System,Transaction processed for WH_500 location,system,2026-01-09
705,2111,High-Speed Blender,WH_200,Sale,2026-02-02,-39,129.6,5054.4,SO-64988,Customer Sale,87,48,System,Transaction processed for WH_200 location,system,2026-02-02
706,1561,EcoFire Camping Stove,WH_100,Sale,2026-02-22,-8,79.86,638.88,SO-97011,Customer Sale,133,125,System,Transaction processed for WH_100 location,system,2026-02-22
707,2022,Fork Set,WH_100,Adjustment,2025-10-16,0,28.69,0.0,ADJ-707,Physical Count,1690,1690,System,Transaction processed for WH_100 location,system,2025-10-16
708,3062,Anti-Fog Ski Goggles,WH_500,Sale,2026-03-05,-5,71.96,359.8,SO-61372,Customer Sale,99,94,System,Transaction processed for WH_500 location,system,2026-03-05
709,1543,TrekStar Hiking Sandals,WH_100,Transfer,2026-03-16,-42,52.24,2194.08,TRF-9837,Warehouse Transfer,163,121,System,Transaction processed for WH_100 location,system,2026-03-16
710,2011,Coffee Maker,WH_200,Receipt,2025-07-22,45,120.13,5406.02,PO-8210,Purchase Order Receipt,797,842,System,Transaction processed for WH_200 location,system,2025-07-22
711,1531,Summit Breeze Jacket,WH_500,Sale,2026-04-19,-2,85.71,171.42,SO-94302,Customer Sale,838,836,System,Transaction processed for WH_500 location,system,2026-04-19
712,1532,TrailBlaze Hiking Pants,WH_500,Damage,2025-08-15,-3,54.8,164.4,DMG-712,Shipping Damage,298,295,System,Transaction processed for WH_500 location,system,2025-08-15
713,1571,CozyNights Sleeping Bag,WH_100,Transfer,2026-01-19,-31,102.1,3165.1,TRF-6433,Warehouse Transfer,130,99,System,Transaction processed for WH_100 location,system,2026-01-19
714,3102,Winter Hiking Boots - Waterproof,WH_100,Adjustment,2026-02-06,-14,134.96,1889.44,ADJ-714,Cycle Count,19,5,System,Transaction processed for WH_100 location,system,2026-02-06
715,3032,Comfort Fit Recreational Boots,WH_200,Sale,2026-04-29,-8,276.26,2210.08,SO-18346,Customer Sale,80,72,System,Transaction processed for WH_200 location,system,2026-04-29
716,1552,TrekMaster Camping Chair,WH_100,Sale,2025-07-27,-1,45.98,45.98,SO-30276,Customer Sale,50,49,System,Transaction processed for WH_100 location,system,2025-07-27
717,1553,Adventure Dining Table,WH_200,Sale,2026-03-24,-13,87.23,1133.99,SO-66961,Customer Sale,39,26,System,Transaction processed for WH_200 location,system,2026-03-24
718,3033,Women's Performance Ski Boots,WH_200,Sale,2026-01-22,-10,407.14,4071.4,SO-26494,Customer Sale,10,0,System,Transaction processed for WH_200 location,system,2026-01-22
719,3091,Freestyle Snowboard - 155cm,WH_100,Receipt,2025-08-14,166,408.16,67754.39,PO-9716,Purchase Order Receipt,21,187,System,Transaction processed for WH_100 location,system,2025-08-14
720,3104,Ski Tuning Bench - Portable,WH_100,Return,2026-02-08,5,92.42,462.08,RET-70468,Customer Return,46,51,System,Transaction processed for WH_100 location,system,2026-02-08
721,3101,Winter Boots - Insulated,WH_100,Sale,2026-01-27,-35,91.11,3188.85,SO-13624,Customer Sale,35,0,System,Transaction processed for WH_100 location,system,2026-01-27
722,3092,All-Mountain Snowboard - 158cm,WH_100,Transfer,2025-07-25,-13,488.21,6346.73,TRF-6970,Warehouse Transfer,34,21,System,Transaction processed for WH_100 location,system,2025-07-25
723,3052,Thermal Base Layer Set - Women's,WH_200,Receipt,2026-02-04,96,79.43,7625.56,PO-5692,Purchase Order Receipt,60,156,System,Transaction processed for WH_200 location,system,2026-02-04
724,1541,TrekReady Hiking Boots,WH_200,Adjustment,2025-09-03,-4,108.54,434.16,ADJ-724,Physical Count,147,143,System,Transaction processed for WH_200 location,system,2025-09-03
725,3031,Pro Flex Racing Ski Boots,WH_200,Receipt,2025-07-30,193,471.44,90987.9,PO-9827,Purchase Order Receipt,22,215,System,Transaction processed for WH_200 location,system,2025-07-30
726,1563,CompactCook Camping Stove,WH_100,Sale,2025-07-07,-5,59.37,296.85,SO-63163,Customer Sale,100,95,System,Transaction processed for WH_100 location,system,2025-07-07
727,3061,Professional Ski Helmet,WH_200,Transfer,2025-11-01,-2,117.61,235.22,TRF-8446,Warehouse Transfer,2,0,System,Transaction processed for WH_200 location,system,2025-11-01
728,1552,TrekMaster Camping Chair,WH_100,Damage,2025-11-08,-9,45.98,413.82,DMG-728,Shipping Damage,9,0,System,Transaction processed for WH_100 location,system,2025-11-08
729,1553,Adventure Dining Table,WH_200,Sale,2025-10-06,-14,87.23,1221.22,SO-58650,Customer Sale,43,29,System,Transaction processed for WH_200 location,system,2025-10-06
730,2012,Espresso Machine,WH_500,Transfer,2025-09-27,-50,277.98,13899.0,TRF-7869,Warehouse Transfer,2867,2817,System,Transaction processed for WH_500 location,system,2025-09-27
731,1511,Alpine Explorer Tent,WH_500,Receipt,2025-10-13,189,297.37,56203.29,PO-5025,Purchase Order Receipt,1056,1245,System,Transaction processed for WH_500 location,system,2025-10-13
732,1522,SummitClimber Backpack,WH_100,Sale,2025-10-19,-16,133.58,2137.28,SO-15343,Customer Sale,625,609,System,Transaction processed for WH_100 location,system,2025-10-19
733,2091,Spatula,WH_100,Sale,2025-07-23,-47,7.38,346.86,SO-77396,Customer Sale,537,490,System,Transaction processed for WH_100 location,system,2025-07-23
734,1551,BaseCamp Folding Table,WH_200,Sale,2026-04-12,-47,56.2,2641.4,SO-84883,Customer Sale,47,0,System,Transaction processed for WH_200 location,system,2026-04-12
735,1541,TrekReady Hiking Boots,WH_200,Receipt,2025-12-04,178,103.59,18438.18,PO-6858,Purchase Order Receipt,120,298,System,Transaction processed for WH_200 location,system,2025-12-04
736,3032,Comfort Fit Recreational Boots,WH_200,Receipt,2025-12-01,85,263.77,22420.16,PO-2225,Purchase Order Receipt,36,121,System,Transaction processed for WH_200 location,system,2025-12-01
737,3072,Hand Warmers - 10 Pack,WH_200,Adjustment,2025-10-14,-15,8.13,121.95,ADJ-737,System Correction,58,43,System,Transaction processed for WH_200 location,system,2025-10-14
738,2112,4-Slice Toaster,WH_200,Adjustment,2025-10-04,7,57.27,400.89,ADJ-738,Physical Count,142,149,System,Transaction processed for WH_200 location,system,2025-10-04
739,3053,Waterproof Ski Pants,WH_100,Sale,2025-10-15,-13,123.28,1602.64,SO-37879,Customer Sale,13,0,System,Transaction processed for WH_100 location,system,2025-10-15
740,2121,Bamboo Cutting Board Set,WH_100,Sale,2025-10-15,-50,29.56,1478.0,SO-13971,Customer Sale,251,201,System,Transaction processed for WH_100 location,system,2025-10-15
741,3013,Beginner's Choice Alpine Skis - 160cm,WH_100,Adjustment,2025-08-02,0,305.41,0.0,ADJ-741,Physical Count,85,85,System,Transaction processed for WH_100 location,system,2025-08-02
742,2022,Fork Set,WH_100,Sale,2026-01-22,-33,28.69,946.77,SO-31456,Customer Sale,1795,1762,System,Transaction processed for WH_100 location,system,2026-01-22
743,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Receipt,2025-12-22,141,554.01,78114.72,PO-3819,Purchase Order Receipt,25,166,System,Transaction processed for WH_200 location,system,2025-12-22
744,1563,CompactCook Camping Stove,WH_100,Sale,2025-12-17,-50,59.37,2968.5,SO-46868,Customer Sale,54,4,System,Transaction processed for WH_100 location,system,2025-12-17
745,1563,CompactCook Camping Stove,WH_100,Adjustment,2026-02-13,1,59.37,59.37,ADJ-745,System Correction,75,76,System,Transaction processed for WH_100 location,system,2026-02-13
746,3072,Hand Warmers - 10 Pack,WH_100,Return,2026-02-02,1,6.5,6.5,RET-20543,Customer Return,75,76,System,Transaction processed for WH_100 location,system,2026-02-02
747,3031,Pro Flex Racing Ski Boots,WH_200,Adjustment,2025-07-18,15,459.79,6896.85,ADJ-747,Cycle Count,45,60,System,Transaction processed for WH_200 location,system,2025-07-18
748,3053,Waterproof Ski Pants,WH_100,Return,2026-04-16,1,98.62,98.62,RET-73242,Customer Return,66,67,System,Transaction processed for WH_100 location,system,2026-04-16
749,1561,EcoFire Camping Stove,WH_100,Sale,2025-07-10,-33,79.86,2635.38,SO-92278,Customer Sale,236,203,System,Transaction processed for WH_100 location,system,2025-07-10
750,1561,EcoFire Camping Stove,WH_100,Receipt,2025-08-05,192,76.35,14659.93,PO-6213,Purchase Order Receipt,99,291,System,Transaction processed for WH_100 location,system,2025-08-05
751,1541,TrekReady Hiking Boots,WH_200,Sale,2025-12-13,-48,108.54,5209.92,SO-28599,Customer Sale,52,4,System,Transaction processed for WH_200 location,system,2025-12-13
752,3011,Alpine Pro Racing Skis - 170cm,WH_200,Receipt,2026-04-20,26,849.21,22079.47,PO-1124,Purchase Order Receipt,55,81,System,Transaction processed for WH_200 location,system,2026-04-20
753,2051,Ice Cream Bowl,WH_100,Sale,2026-01-24,-33,15.41,508.53,SO-77439,Customer Sale,1269,1236,System,Transaction processed for WH_100 location,system,2026-01-24
754,3104,Ski Tuning Bench - Portable,WH_100,Receipt,2025-07-30,182,111.76,20340.04,PO-5311,Purchase Order Receipt,77,259,System,Transaction processed for WH_100 location,system,2025-07-30
755,3032,Comfort Fit Recreational Boots,WH_200,Receipt,2025-12-29,21,263.19,5526.9,PO-1730,Purchase Order Receipt,116,137,System,Transaction processed for WH_200 location,system,2025-12-29
756,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Damage,2025-09-22,-8,568.23,4545.84,DMG-756,Warehouse Damage,78,70,System,Transaction processed for WH_200 location,system,2025-09-22
757,1552,TrekMaster Camping Chair,WH_100,Transfer,2026-01-20,-41,45.98,1885.18,TRF-7960,Warehouse Transfer,93,52,System,Transaction processed for WH_100 location,system,2026-01-20
758,2031,Coffee Mug,WH_200,Sale,2026-04-19,-20,20.25,405.0,SO-68252,Customer Sale,1502,1482,System,Transaction processed for WH_200 location,system,2026-04-19
759,1522,SummitClimber Backpack,WH_100,Transfer,2026-02-07,-5,133.58,667.9,TRF-5196,Warehouse Transfer,667,662,System,Transaction processed for WH_100 location,system,2026-02-07
760,1562,PowerBurner Camping Stove,WH_200,Sale,2025-12-25,-30,112.81,3384.3,SO-44642,Customer Sale,164,134,System,Transaction processed for WH_200 location,system,2025-12-25
761,1523,TrailLite Daypack,WH_100,Receipt,2026-04-20,164,49.07,8047.56,PO-8772,Purchase Order Receipt,746,910,System,Transaction processed for WH_100 location,system,2026-04-20
762,2011,Coffee Maker,WH_200,Sale,2025-12-21,-24,119.66,2871.84,SO-66868,Customer Sale,1750,1726,System,Transaction processed for WH_200 location,system,2025-12-21
763,1542,TrailWalker Hiking Shoes,WH_200,Return,2026-04-09,2,66.94,133.87,RET-84281,Customer Return,170,172,System,Transaction processed for WH_200 location,system,2026-04-09
764,2111,High-Speed Blender,WH_100,Sale,2025-11-29,-9,129.6,1166.4,SO-22869,Customer Sale,376,367,System,Transaction processed for WH_100 location,system,2025-11-29
765,2011,Coffee Maker,WH_200,Sale,2026-03-10,-26,119.66,3111.16,SO-64090,Customer Sale,819,793,System,Transaction processed for WH_200 location,system,2026-03-10
766,1512,SkyView 2-Person Tent,WH_100,Sale,2025-08-05,-16,204.38,3270.08,SO-68867,Customer Sale,221,205,System,Transaction processed for WH_100 location,system,2025-08-05
767,1581,LED Headlamp - Rechargeable,WH_100,Transfer,2026-02-23,-27,44.25,1194.75,TRF-9077,Warehouse Transfer,27,0,System,Transaction processed for WH_100 location,system,2026-02-23
768,3021,Nordic Classic XC Skis - 185cm,WH_200,Adjustment,2025-11-01,9,229.72,2067.48,ADJ-768,Cycle Count,66,75,System,Transaction processed for WH_200 location,system,2025-11-01
769,3062,Anti-Fog Ski Goggles,WH_200,Sale,2025-08-01,-32,71.96,2302.72,SO-43444,Customer Sale,65,33,System,Transaction processed for WH_200 location,system,2025-08-01
770,1552,TrekMaster Camping Chair,WH_200,Receipt,2026-04-18,95,46.16,4385.23,PO-4695,Purchase Order Receipt,71,166,System,Transaction processed for WH_200 location,system,2026-04-18
771,3011,Alpine Pro Racing Skis - 170cm,WH_200,Adjustment,2025-11-23,10,816.73,8167.3,ADJ-771,System Correction,190,200,System,Transaction processed for WH_200 location,system,2025-11-23
772,3061,Professional Ski Helmet,WH_200,Adjustment,2026-04-21,8,117.61,940.88,ADJ-772,System Correction,89,97,System,Transaction processed for WH_200 location,system,2026-04-21
773,1542,TrailWalker Hiking Shoes,WH_200,Receipt,2025-07-30,59,83.34,4916.83,PO-7250,Purchase Order Receipt,72,131,System,Transaction processed for WH_200 location,system,2025-07-30
774,3102,Winter Hiking Boots - Waterproof,WH_100,Sale,2025-12-16,-48,134.96,6478.08,SO-66855,Customer Sale,52,4,System,Transaction processed for WH_100 location,system,2025-12-16
775,2061,Mixing Bowl,WH_200,Sale,2025-12-26,-16,27.44,439.04,SO-67271,Customer Sale,631,615,System,Transaction processed for WH_200 location,system,2025-12-26
776,3032,Comfort Fit Recreational Boots,WH_500,Sale,2025-11-28,-33,276.26,9116.58,SO-69166,Customer Sale,33,0,System,Transaction processed for WH_500 location,system,2025-11-28
777,3022,Backcountry Explorer XC Skis - 190cm,WH_500,Receipt,2025-09-16,132,378.84,50006.58,PO-5302,Purchase Order Receipt,80,212,System,Transaction processed for WH_500 location,system,2025-09-16
778,3101,Winter Boots - Insulated,WH_100,Transfer,2025-12-21,-8,91.11,728.88,TRF-2716,Warehouse Transfer,97,89,System,Transaction processed for WH_100 location,system,2025-12-21
779,1523,TrailLite Daypack,WH_100,Damage,2025-11-17,-6,47.3,283.8,DMG-779,Warehouse Damage,874,868,System,Transaction processed for WH_100 location,system,2025-11-17
780,2081,Food Storage Set,WH_100,Adjustment,2025-11-08,17,23.0,391.0,ADJ-780,Cycle Count,212,229,System,Transaction processed for WH_100 location,system,2025-11-08
781,2091,Spatula,WH_200,Receipt,2026-01-21,148,7.24,1072.08,PO-9172,Purchase Order Receipt,224,372,System,Transaction processed for WH_200 location,system,2026-01-21
782,3011,Alpine Pro Racing Skis - 170cm,WH_200,Sale,2025-07-07,-21,816.73,17151.33,SO-91091,Customer Sale,149,128,System,Transaction processed for WH_200 location,system,2025-07-07
783,1553,Adventure Dining Table,WH_200,Sale,2025-10-31,-36,87.23,3140.28,SO-33662,Customer Sale,154,118,System,Transaction processed for WH_200 location,system,2025-10-31
784,3071,Ski Boot Bag - Premium,WH_200,Sale,2025-11-14,-8,34.5,276.0,SO-98840,Customer Sale,85,77,System,Transaction processed for WH_200 location,system,2025-11-14
785,1532,TrailBlaze Hiking Pants,WH_500,Sale,2025-12-21,-32,54.8,1753.6,SO-50145,Customer Sale,229,197,System,Transaction processed for WH_500 location,system,2025-12-21
786,3062,Anti-Fog Ski Goggles,WH_200,Sale,2025-09-28,-24,71.96,1727.04,SO-60774,Customer Sale,60,36,System,Transaction processed for WH_200 location,system,2025-09-28
787,2081,Food Storage Set,WH_100,Sale,2025-12-01,-25,23.0,575.0,SO-79218,Customer Sale,211,186,System,Transaction processed for WH_100 location,system,2025-12-01
788,3104,Ski Tuning Bench - Portable,WH_200,Sale,2026-04-25,-23,115.52,2656.96,SO-31436,Customer Sale,96,73,System,Transaction processed for WH_200 location,system,2026-04-25
789,3031,Pro Flex Racing Ski Boots,WH_200,Adjustment,2026-01-05,-4,459.79,1839.16,ADJ-789,System Correction,107,103,System,Transaction processed for WH_200 location,system,2026-01-05
790,1552,TrekMaster Camping Chair,WH_200,Receipt,2025-09-18,15,46.04,690.64,PO-1421,Purchase Order Receipt,40,55,System,Transaction processed for WH_200 location,system,2025-09-18
791,3092,All-Mountain Snowboard - 158cm,WH_100,Sale,2026-04-19,-34,488.21,16599.14,SO-46137,Customer Sale,105,71,System,Transaction processed for WH_100 location,system,2026-04-19
792,1562,PowerBurner Camping Stove,WH_200,Transfer,2025-10-01,-45,112.81,5076.45,TRF-4501,Warehouse Transfer,135,90,System,Transaction processed for WH_200 location,system,2025-10-01
793,3104,Ski Tuning Bench - Portable,WH_200,Damage,2026-03-31,-6,115.52,693.12,DMG-793,Quality Issue,48,42,System,Transaction processed for WH_200 location,system,2026-03-31
794,2112,4-Slice Toaster,WH_200,Sale,2026-03-25,-46,57.27,2634.42,SO-13597,Customer Sale,546,500,System,Transaction processed for WH_200 location,system,2026-03-25
795,3012,Mountain Master All-Terrain Skis - 165cm,WH_200,Transfer,2025-10-15,-30,568.23,17046.9,TRF-7996,Warehouse Transfer,57,27,System,Transaction processed for WH_200 location,system,2025-10-15
796,1563,CompactCook Camping Stove,WH_100,Sale,2025-10-30,-13,59.37,771.81,SO-20018,Customer Sale,13,0,System,Transaction processed for WH_100 location,system,2025-10-30
797,1522,SummitClimber Backpack,WH_100,Sale,2026-01-09,-35,133.58,4675.3,SO-10086,Customer Sale,500,465,System,Transaction processed for WH_100 location,system,2026-01-09
798,2012,Espresso Machine,WH_500,Transfer,2025-11-28,-30,277.98,8339.4,TRF-3180,Warehouse Transfer,3029,2999,System,Transaction processed for WH_500 location,system,2025-11-28
799,3011,Alpine Pro Racing Skis - 170cm,WH_200,Adjustment,2026-04-06,-20,816.73,16334.6,ADJ-799,Physical Count,180,160,System,Transaction processed for WH_200 location,system,2026-04-06
800,1552,TrekMaster Camping Chair,WH_200,Receipt,2025-07-23,118,47.54,5609.63,PO-9207,Purchase Order Receipt,99,217,System,Transaction processed for WH_200 location,system,2025-07-23
801,3091,Freestyle Snowboard - 155cm,WH_100,Sale,2026-01-27,-49,414.73,20321.77,SO-62936,Customer Sale,63,14,System,Transaction processed for WH_100 location,system,2026-01-27
802,1552,TrekMaster Camping Chair,WH_100,Transfer,2025-09-17,-10,45.98,459.8,TRF-8037,Warehouse Transfer,89,79,System,Transaction processed for WH_100 location,system,2025-09-17
