TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1091,3053,Waterproof Ski Pants,Ski,Main,Receipt,2025-09-20,179,197.34,35323.54,PO-3056,Purchase Order Receipt,66,245,system,Transaction processed for Main location,system,2025-09-20
1092,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Sale,2025-09-25,-45,585.91,-26365.95,SO-87933,Customer Sale,80,35,system,Transaction processed for Backup location,system,2025-09-25
1093,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Sale,2026-03-01,-23,1010.23,-23235.29,SO-55603,Customer Sale,52,29,system,Transaction processed for Main location,system,2026-03-01
1094,3031,Pro Flex Racing Ski Boots,Ski,Backup,Receipt,2025-09-28,45,469.97,21148.46,PO-1971,Purchase Order Receipt,46,91,warehouse1,Transaction processed for Backup location,system,2025-09-28
1095,2071,Baking Pan,Kitchen,Backup,Sale,2025-08-17,-23,23.09,-531.07,SO-44221,Customer Sale,54,31,warehouse1,Transaction processed for Backup location,system,2025-08-17
1096,2112,4-Slice Toaster,Kitchen,Main,Sale,2026-01-09,-42,67.04,-2815.68,SO-58284,Customer Sale,248,206,warehouse1,Transaction processed for Main location,system,2026-01-09
1097,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2025-09-14,-13,98.4,-1279.2,SO-29490,Customer Sale,68,55,warehouse2,Transaction processed for Backup location,system,2025-09-14
1098,1553,Adventure Dining Table,Camping,Backup,Sale,2026-02-26,-5,110.31,-551.55,SO-77118,Customer Sale,131,126,warehouse2,Transaction processed for Backup location,system,2026-02-26
1099,2121,Bamboo Cutting Board Set,Kitchen,Backup,Sale,2026-04-16,-7,34.3,-240.1,SO-29132,Customer Sale,178,171,warehouse2,Transaction processed for Backup location,system,2026-04-16
1100,1531,Summit Breeze Jacket,Camping,Main,Adjustment,2025-12-06,-9,108.88,-979.92,ADJ-1100,System Correction,144,135,system,Transaction processed for Main location,system,2025-12-06
1101,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-12-16,-11,64.18,-705.98,SO-63362,Customer Sale,31,20,warehouse1,Transaction processed for Backup location,system,2025-12-16
1102,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-12-25,-40,63.43,-2537.2,SO-86579,Customer Sale,14,-26,system,Transaction processed for Main location,system,2025-12-25
1103,3103,Snowboard Bindings - Pro,Ski,Main,Damage,2025-09-19,-6,233.22,-1399.32,DMG-1103,Warehouse Damage,87,81,warehouse1,Transaction processed for Main location,system,2025-09-19
1104,2071,Baking Pan,Kitchen,Backup,Sale,2025-08-17,-36,23.09,-831.24,SO-23822,Customer Sale,83,47,warehouse2,Transaction processed for Backup location,system,2025-08-17
1105,2071,Baking Pan,Kitchen,Backup,Receipt,2025-09-02,164,22.8,3738.61,PO-4727,Purchase Order Receipt,220,384,system,Transaction processed for Backup location,system,2025-09-02
1106,1571,CozyNights Sleeping Bag,Camping,Backup,Sale,2025-11-14,-33,124.78,-4117.74,SO-30916,Customer Sale,40,7,system,Transaction processed for Backup location,system,2025-11-14
1107,1531,Summit Breeze Jacket,Camping,Main,Sale,2026-04-26,-5,108.88,-544.4,SO-27725,Customer Sale,2,-3,warehouse2,Transaction processed for Main location,system,2026-04-26
1108,2031,Coffee Mug,Kitchen,Regional,Transfer,2025-11-09,-20,22.75,-455.0,TRF-3690,Warehouse Transfer,100,80,warehouse1,Transaction processed for Regional location,system,2025-11-09
1109,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-10-12,-25,216.49,-5412.25,SO-10249,Customer Sale,151,126,warehouse1,Transaction processed for Backup location,system,2025-10-12
1110,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2026-01-02,-39,105.09,-4098.51,SO-44620,Customer Sale,94,55,system,Transaction processed for Backup location,system,2026-01-02
1111,3062,Anti-Fog Ski Goggles,Ski,Main,Return,2025-09-14,1,76.12,76.12,RET-61693,Customer Return,102,103,system,Transaction processed for Main location,system,2025-09-14
1112,3104,Ski Tuning Bench - Portable,Ski,Main,Damage,2025-08-01,-8,138.95,-1111.6,DMG-1112,Warehouse Damage,102,94,warehouse1,Transaction processed for Main location,system,2025-08-01
1113,2041,Serving Platter,Kitchen,Main,Sale,2025-12-27,-8,49.94,-399.52,SO-88036,Customer Sale,23,15,warehouse1,Transaction processed for Main location,system,2025-12-27
1114,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2026-04-16,141,53.76,7579.72,PO-6357,Purchase Order Receipt,100,241,warehouse1,Transaction processed for Main location,system,2026-04-16
1115,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-08-31,-17,64.18,-1091.06,SO-19823,Customer Sale,28,11,system,Transaction processed for Main location,system,2025-08-31
1116,1561,EcoFire Camping Stove,Camping,Backup,Adjustment,2025-08-16,13,79.9,1038.7,ADJ-1116,System Correction,90,103,warehouse1,Transaction processed for Backup location,system,2025-08-16
1117,2022,Fork Set,Kitchen,Main,Adjustment,2025-09-02,-8,32.35,-258.8,ADJ-1117,System Correction,102,94,warehouse2,Transaction processed for Main location,system,2025-09-02
1118,1512,SkyView 2-Person Tent,Camping,Backup,Receipt,2026-03-03,37,213.56,7901.72,PO-4667,Purchase Order Receipt,80,117,warehouse1,Transaction processed for Backup location,system,2026-03-03
1119,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2026-04-17,48,217.25,10428.22,PO-2841,Purchase Order Receipt,88,136,system,Transaction processed for Main location,system,2026-04-17
1120,3101,Winter Boots - Insulated,Ski,Regional,Sale,2025-08-31,-33,116.03,-3828.99,SO-66735,Customer Sale,181,148,system,Transaction processed for Regional location,system,2025-08-31
1121,2101,Measuring Cup Set,Kitchen,Main,Transfer,2025-09-17,-13,13.62,-177.06,TRF-4138,Warehouse Transfer,78,65,system,Transaction processed for Main location,system,2025-09-17
1122,1563,CompactCook Camping Stove,Camping,Main,Sale,2026-02-03,-7,63.43,-444.01,SO-68264,Customer Sale,143,136,warehouse1,Transaction processed for Main location,system,2026-02-03
1123,2111,High-Speed Blender,Kitchen,Backup,Damage,2025-11-11,-10,153.9,-1539.0,DMG-1123,Warehouse Damage,91,81,system,Transaction processed for Backup location,system,2025-11-11
1124,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-08-28,-44,157.94,-6949.36,SO-62148,Customer Sale,24,-20,warehouse2,Transaction processed for Main location,system,2025-08-28
1125,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-03-02,-9,64.18,-577.62,SO-73432,Customer Sale,82,73,warehouse1,Transaction processed for Backup location,system,2026-03-02
1126,1561,EcoFire Camping Stove,Camping,Backup,Sale,2026-02-13,-4,79.9,-319.6,SO-85519,Customer Sale,73,69,system,Transaction processed for Backup location,system,2026-02-13
1127,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-11-08,-14,192.99,-2701.86,SO-62188,Customer Sale,108,94,warehouse1,Transaction processed for Main location,system,2025-11-08
1128,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Adjustment,2025-11-17,15,157.94,2369.1,ADJ-1128,System Correction,83,98,warehouse2,Transaction processed for Backup location,system,2025-11-17
1129,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2025-08-29,72,45.8,3297.64,PO-5602,Purchase Order Receipt,36,108,warehouse2,Transaction processed for Main location,system,2025-08-29
1130,1541,TrekReady Hiking Boots,Camping,Backup,Sale,2026-03-18,-43,108.03,-4645.29,SO-92020,Customer Sale,94,51,warehouse1,Transaction processed for Backup location,system,2026-03-18
1131,1563,CompactCook Camping Stove,Camping,Main,Damage,2025-08-12,-4,63.43,-253.72,DMG-1131,Quality Issue,142,138,system,Transaction processed for Main location,system,2025-08-12
1132,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-12-21,-6,13.62,-81.72,SO-64391,Customer Sale,58,52,system,Transaction processed for Main location,system,2025-12-21
1133,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2025-08-26,-22,324.01,-7128.22,SO-30626,Customer Sale,24,2,system,Transaction processed for Backup location,system,2025-08-26
1134,1561,EcoFire Camping Stove,Camping,Backup,Sale,2025-08-17,-26,79.9,-2077.4,SO-93835,Customer Sale,79,53,warehouse1,Transaction processed for Backup location,system,2025-08-17
1135,3061,Professional Ski Helmet,Ski,Main,Adjustment,2025-08-20,5,121.49,607.45,ADJ-1135,Cycle Count,47,52,warehouse1,Transaction processed for Main location,system,2025-08-20
1136,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Sale,2025-07-26,-34,1010.23,-34347.82,SO-93385,Customer Sale,106,72,warehouse2,Transaction processed for Main location,system,2025-07-26
1137,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2025-08-21,-9,324.01,-2916.09,SO-74385,Customer Sale,32,23,warehouse1,Transaction processed for Backup location,system,2025-08-21
1138,2011,Coffee Maker,Kitchen,Main,Sale,2025-10-22,-32,128.11,-4099.52,SO-45781,Customer Sale,19,-13,system,Transaction processed for Main location,system,2025-10-22
1139,3102,Winter Hiking Boots - Waterproof,Ski,Main,Adjustment,2026-02-25,-4,157.94,-631.76,ADJ-1139,Physical Count,82,78,warehouse1,Transaction processed for Main location,system,2026-02-25
1140,3091,Freestyle Snowboard - 155cm,Ski,Regional,Sale,2026-04-27,-45,436.65,-19649.25,SO-41040,Customer Sale,50,5,warehouse1,Transaction processed for Regional location,system,2026-04-27
1141,1561,EcoFire Camping Stove,Camping,Main,Sale,2025-07-09,-34,79.9,-2716.6,SO-30500,Customer Sale,3,-31,system,Transaction processed for Main location,system,2025-07-09
1142,1561,EcoFire Camping Stove,Camping,Main,Adjustment,2025-08-25,17,79.9,1358.3,ADJ-1142,Cycle Count,74,91,warehouse1,Transaction processed for Main location,system,2025-08-25
1143,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-11-19,-3,192.99,-578.97,SO-96965,Customer Sale,114,111,warehouse1,Transaction processed for Main location,system,2025-11-19
1144,1531,Summit Breeze Jacket,Camping,Backup,Receipt,2025-09-14,173,112.82,19517.58,PO-4207,Purchase Order Receipt,113,286,warehouse2,Transaction processed for Backup location,system,2025-09-14
1145,1541,TrekReady Hiking Boots,Camping,Backup,Sale,2025-08-27,-24,108.03,-2592.72,SO-34876,Customer Sale,23,-1,system,Transaction processed for Backup location,system,2025-08-27
1146,2012,Espresso Machine,Kitchen,Main,Transfer,2025-09-01,-20,285.82,-5716.4,TRF-7622,Warehouse Transfer,68,48,warehouse2,Transaction processed for Main location,system,2025-09-01
1147,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-10-18,-36,216.49,-7793.64,SO-21739,Customer Sale,55,19,warehouse1,Transaction processed for Backup location,system,2025-10-18
1148,2041,Serving Platter,Kitchen,Main,Receipt,2025-12-13,128,48.87,6255.34,PO-8053,Purchase Order Receipt,57,185,warehouse2,Transaction processed for Main location,system,2025-12-13
1149,1542,TrailWalker Hiking Shoes,Camping,Backup,Receipt,2025-08-29,127,101.44,12882.49,PO-2387,Purchase Order Receipt,27,154,warehouse2,Transaction processed for Backup location,system,2025-08-29
1150,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-08-15,-43,64.18,-2759.74,SO-50045,Customer Sale,72,29,system,Transaction processed for Backup location,system,2025-08-15
1151,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-10-02,-30,105.09,-3152.7,SO-29364,Customer Sale,47,17,system,Transaction processed for Backup location,system,2025-10-02
1152,3104,Ski Tuning Bench - Portable,Ski,Main,Sale,2026-03-01,-3,138.95,-416.85,SO-79726,Customer Sale,57,54,system,Transaction processed for Main location,system,2026-03-01
1153,2112,4-Slice Toaster,Kitchen,Main,Sale,2025-11-16,-4,67.04,-268.16,SO-43860,Customer Sale,195,191,warehouse1,Transaction processed for Main location,system,2025-11-16
1154,1531,Summit Breeze Jacket,Camping,Backup,Sale,2025-09-26,-50,108.88,-5444.0,SO-91605,Customer Sale,70,20,warehouse2,Transaction processed for Backup location,system,2025-09-26
1155,2111,High-Speed Blender,Kitchen,Backup,Adjustment,2026-04-28,0,153.9,0.0,ADJ-1155,System Correction,21,21,warehouse1,Transaction processed for Backup location,system,2026-04-28
1156,3062,Anti-Fog Ski Goggles,Ski,Main,Sale,2025-10-17,-33,95.15,-3139.95,SO-27567,Customer Sale,6,-27,warehouse2,Transaction processed for Main location,system,2025-10-17
1157,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2025-08-31,-40,498.01,-19920.4,SO-11281,Customer Sale,40,0,warehouse2,Transaction processed for Main location,system,2025-08-31
1158,3104,Ski Tuning Bench - Portable,Ski,Main,Sale,2026-03-22,-29,138.95,-4029.55,SO-78677,Customer Sale,81,52,warehouse2,Transaction processed for Main location,system,2026-03-22
1159,2091,Spatula,Kitchen,Main,Sale,2025-11-01,-12,8.02,-96.24,SO-40409,Customer Sale,61,49,system,Transaction processed for Main location,system,2025-11-01
1160,3031,Pro Flex Racing Ski Boots,Ski,Backup,Adjustment,2025-09-15,-16,479.9,-7678.4,ADJ-1160,Physical Count,16,0,system,Transaction processed for Backup location,system,2025-09-15
1161,1551,BaseCamp Folding Table,Camping,Regional,Receipt,2025-11-11,178,72.21,12852.78,PO-9968,Purchase Order Receipt,157,335,warehouse1,Transaction processed for Regional location,system,2025-11-11
1162,3032,Comfort Fit Recreational Boots,Ski,Main,Sale,2025-09-08,-6,309.3,-1855.8,SO-63439,Customer Sale,55,49,system,Transaction processed for Main location,system,2025-09-08
1163,1543,TrekStar Hiking Sandals,Camping,Backup,Sale,2025-12-11,-3,62.07,-186.21,SO-20101,Customer Sale,88,85,warehouse2,Transaction processed for Backup location,system,2025-12-11
1164,2101,Measuring Cup Set,Kitchen,Main,Transfer,2026-02-19,-43,13.62,-585.66,TRF-3709,Warehouse Transfer,59,16,system,Transaction processed for Main location,system,2026-02-19
1165,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Sale,2026-03-25,-36,248.57,-8948.52,SO-14429,Customer Sale,77,41,system,Transaction processed for Backup location,system,2026-03-25
1166,1543,TrekStar Hiking Sandals,Camping,Backup,Transfer,2025-08-04,-22,62.07,-1365.54,TRF-3125,Warehouse Transfer,94,72,system,Transaction processed for Backup location,system,2025-08-04
1167,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Transfer,2026-03-01,-27,585.91,-15819.57,TRF-2009,Warehouse Transfer,123,96,warehouse1,Transaction processed for Main location,system,2026-03-01
1168,2021,Chef Knife,Kitchen,Main,Sale,2026-01-29,-25,64.53,-1613.25,SO-29008,Customer Sale,52,27,system,Transaction processed for Main location,system,2026-01-29
1169,1531,Summit Breeze Jacket,Camping,Backup,Adjustment,2026-01-23,-3,108.88,-326.64,ADJ-1169,Cycle Count,59,56,warehouse2,Transaction processed for Backup location,system,2026-01-23
1170,1512,SkyView 2-Person Tent,Camping,Backup,Receipt,2025-10-16,175,226.77,39683.96,PO-4076,Purchase Order Receipt,141,316,system,Transaction processed for Backup location,system,2025-10-16
1171,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-07-27,-45,46.08,-2073.6,SO-36849,Customer Sale,23,-22,warehouse2,Transaction processed for Main location,system,2025-07-27
1172,2091,Spatula,Kitchen,Main,Damage,2026-03-25,-5,8.02,-40.1,DMG-1172,Quality Issue,86,81,system,Transaction processed for Main location,system,2026-03-25
1173,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2026-02-11,-5,205.78,-1028.9,SO-24333,Customer Sale,72,67,system,Transaction processed for Main location,system,2026-02-11
1174,3052,Thermal Base Layer Set - Women's,Ski,Backup,Receipt,2025-10-17,128,101.11,12941.85,PO-2244,Purchase Order Receipt,99,227,warehouse2,Transaction processed for Backup location,system,2025-10-17
1175,1531,Summit Breeze Jacket,Camping,Backup,Receipt,2025-11-11,67,103.6,6941.05,PO-8705,Purchase Order Receipt,59,126,warehouse2,Transaction processed for Backup location,system,2025-11-11
1176,1531,Summit Breeze Jacket,Camping,Main,Transfer,2025-12-15,-37,108.88,-4028.56,TRF-9514,Warehouse Transfer,158,121,system,Transaction processed for Main location,system,2025-12-15
1177,2121,Bamboo Cutting Board Set,Kitchen,Backup,Sale,2026-03-11,-21,34.3,-720.3,SO-83546,Customer Sale,140,119,warehouse2,Transaction processed for Backup location,system,2026-03-11
1178,2121,Bamboo Cutting Board Set,Kitchen,Backup,Sale,2025-07-09,-38,34.3,-1303.4,SO-52697,Customer Sale,119,81,warehouse1,Transaction processed for Backup location,system,2025-07-09
1179,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Transfer,2025-09-28,-45,585.91,-26365.95,TRF-1408,Warehouse Transfer,127,82,warehouse1,Transaction processed for Backup location,system,2025-09-28
1180,3082,Edge Tuning Tool Set,Ski,Main,Damage,2025-07-21,-1,85.34,-85.34,DMG-1180,Warehouse Damage,99,98,system,Transaction processed for Main location,system,2025-07-21
1181,1551,BaseCamp Folding Table,Camping,Regional,Adjustment,2025-08-27,-16,71.85,-1149.6,ADJ-1181,System Correction,232,216,system,Transaction processed for Regional location,system,2025-08-27
1182,1531,Summit Breeze Jacket,Camping,Backup,Receipt,2026-02-13,159,104.99,16693.51,PO-6055,Purchase Order Receipt,35,194,warehouse2,Transaction processed for Backup location,system,2026-02-13
1183,2111,High-Speed Blender,Kitchen,Backup,Sale,2025-10-01,-32,153.9,-4924.8,SO-56724,Customer Sale,5,-27,system,Transaction processed for Backup location,system,2025-10-01
1184,2011,Coffee Maker,Kitchen,Main,Receipt,2026-03-07,178,129.14,22986.58,PO-3801,Purchase Order Receipt,60,238,warehouse2,Transaction processed for Main location,system,2026-03-07
1185,1542,TrailWalker Hiking Shoes,Camping,Main,Receipt,2026-01-03,152,98.09,14909.83,PO-5599,Purchase Order Receipt,68,220,system,Transaction processed for Main location,system,2026-01-03
1186,1523,TrailLite Daypack,Camping,Main,Sale,2026-01-14,-15,52.89,-793.35,SO-94054,Customer Sale,57,42,warehouse1,Transaction processed for Main location,system,2026-01-14
1187,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Sale,2025-12-19,-5,1010.23,-5051.15,SO-91795,Customer Sale,132,127,system,Transaction processed for Main location,system,2025-12-19
1188,2021,Chef Knife,Kitchen,Main,Sale,2025-12-16,-35,64.53,-2258.55,SO-79111,Customer Sale,23,-12,warehouse1,Transaction processed for Main location,system,2025-12-16
1189,2012,Espresso Machine,Kitchen,Main,Sale,2025-10-21,-3,285.82,-857.46,SO-94176,Customer Sale,37,34,system,Transaction processed for Main location,system,2025-10-21
1190,2041,Serving Platter,Kitchen,Main,Sale,2025-07-21,-11,49.94,-549.34,SO-67876,Customer Sale,44,33,warehouse2,Transaction processed for Main location,system,2025-07-21
1191,1531,Summit Breeze Jacket,Camping,Main,Receipt,2026-04-10,119,104.82,12474.01,PO-8206,Purchase Order Receipt,136,255,warehouse2,Transaction processed for Main location,system,2026-04-10
1192,2101,Measuring Cup Set,Kitchen,Main,Receipt,2025-10-02,178,13.18,2345.38,PO-6900,Purchase Order Receipt,61,239,warehouse1,Transaction processed for Main location,system,2025-10-02
1193,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2025-07-03,-50,98.4,-4920.0,SO-68234,Customer Sale,23,-27,warehouse2,Transaction processed for Backup location,system,2025-07-03
1194,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2025-10-10,155,221.94,34400.18,PO-3308,Purchase Order Receipt,121,276,warehouse1,Transaction processed for Main location,system,2025-10-10
1195,3052,Thermal Base Layer Set - Women's,Ski,Backup,Receipt,2026-03-20,29,109.79,3183.98,PO-9957,Purchase Order Receipt,98,127,system,Transaction processed for Backup location,system,2026-03-20
1196,2091,Spatula,Kitchen,Main,Damage,2026-02-27,-8,8.02,-64.16,DMG-1196,Quality Issue,66,58,system,Transaction processed for Main location,system,2026-02-27
1197,1542,TrailWalker Hiking Shoes,Camping,Main,Receipt,2025-08-26,51,101.9,5196.97,PO-1814,Purchase Order Receipt,16,67,system,Transaction processed for Main location,system,2025-08-26
1198,2031,Coffee Mug,Kitchen,Regional,Return,2026-03-04,4,18.2,72.8,RET-61974,Customer Return,144,148,warehouse1,Transaction processed for Regional location,system,2026-03-04
1199,2091,Spatula,Kitchen,Main,Receipt,2025-09-24,95,7.96,756.18,PO-6901,Purchase Order Receipt,21,116,warehouse1,Transaction processed for Main location,system,2025-09-24
1200,2041,Serving Platter,Kitchen,Main,Receipt,2025-10-11,31,50.87,1577.12,PO-9006,Purchase Order Receipt,83,114,warehouse1,Transaction processed for Main location,system,2025-10-11
1201,2041,Serving Platter,Kitchen,Main,Sale,2026-03-27,-1,49.94,-49.94,SO-53397,Customer Sale,83,82,system,Transaction processed for Main location,system,2026-03-27
1202,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2026-03-13,-3,105.09,-315.27,SO-52198,Customer Sale,95,92,warehouse2,Transaction processed for Backup location,system,2026-03-13
1203,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2026-04-06,-42,135.73,-5700.66,SO-35334,Customer Sale,74,32,warehouse2,Transaction processed for Main location,system,2026-04-06
1204,1521,Adventurer Pro Backpack,Camping,Backup,Transfer,2026-02-20,-44,114.97,-5058.68,TRF-8956,Warehouse Transfer,258,214,warehouse2,Transaction processed for Backup location,system,2026-02-20
1205,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Sale,2025-12-07,-25,1010.23,-25255.75,SO-79884,Customer Sale,117,92,warehouse2,Transaction processed for Main location,system,2025-12-07
1206,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-07-28,-30,376.2,-11286.0,SO-57686,Customer Sale,50,20,system,Transaction processed for Backup location,system,2025-07-28
1207,3082,Edge Tuning Tool Set,Ski,Main,Sale,2025-10-17,-48,85.34,-4096.32,SO-46077,Customer Sale,16,-32,warehouse2,Transaction processed for Main location,system,2025-10-17
1208,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Receipt,2025-11-20,22,61.71,1357.72,PO-4320,Purchase Order Receipt,136,158,warehouse2,Transaction processed for Backup location,system,2025-11-20
1209,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-12-17,-35,64.18,-2246.3,SO-58491,Customer Sale,59,24,system,Transaction processed for Backup location,system,2025-12-17
1210,3091,Freestyle Snowboard - 155cm,Ski,Regional,Receipt,2026-04-15,44,434.2,19104.69,PO-8618,Purchase Order Receipt,47,91,warehouse1,Transaction processed for Regional location,system,2026-04-15
1211,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Sale,2025-09-25,-11,324.01,-3564.11,SO-72924,Customer Sale,113,102,system,Transaction processed for Main location,system,2025-09-25
1212,2012,Espresso Machine,Kitchen,Main,Receipt,2025-12-16,196,287.79,56407.27,PO-1760,Purchase Order Receipt,62,258,warehouse1,Transaction processed for Main location,system,2025-12-16
1213,2051,Ice Cream Bowl,Kitchen,Main,Sale,2025-07-05,-13,18.6,-241.8,SO-55894,Customer Sale,103,90,warehouse2,Transaction processed for Main location,system,2025-07-05
1214,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-02-12,-22,479.9,-10557.8,SO-17447,Customer Sale,116,94,warehouse2,Transaction processed for Backup location,system,2026-02-12
1215,3052,Thermal Base Layer Set - Women's,Ski,Backup,Adjustment,2025-10-04,10,105.09,1050.9,ADJ-1215,System Correction,96,106,warehouse2,Transaction processed for Backup location,system,2025-10-04
1216,1531,Summit Breeze Jacket,Camping,Main,Receipt,2025-10-11,75,106.66,7999.65,PO-9603,Purchase Order Receipt,5,80,warehouse2,Transaction processed for Main location,system,2025-10-11
1217,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2026-03-05,-47,46.08,-2165.76,SO-61174,Customer Sale,11,-36,system,Transaction processed for Main location,system,2026-03-05
1218,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Sale,2026-03-31,-14,324.01,-4536.14,SO-30432,Customer Sale,97,83,warehouse1,Transaction processed for Main location,system,2026-03-31
1219,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-09-27,-25,13.62,-340.5,SO-87332,Customer Sale,27,2,warehouse2,Transaction processed for Main location,system,2025-09-27
1220,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Adjustment,2025-09-20,3,1010.23,3030.69,ADJ-1220,Cycle Count,44,47,warehouse1,Transaction processed for Main location,system,2025-09-20
1221,2041,Serving Platter,Kitchen,Main,Receipt,2026-02-24,175,49.21,8611.42,PO-7763,Purchase Order Receipt,10,185,warehouse1,Transaction processed for Main location,system,2026-02-24
1222,2061,Mixing Bowl,Kitchen,Main,Sale,2025-10-29,-16,29.75,-476.0,SO-29167,Customer Sale,79,63,warehouse1,Transaction processed for Main location,system,2025-10-29
1223,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Sale,2025-07-12,-34,585.91,-19920.94,SO-22213,Customer Sale,113,79,system,Transaction processed for Backup location,system,2025-07-12
1224,3052,Thermal Base Layer Set - Women's,Ski,Backup,Damage,2025-12-24,-4,105.09,-420.36,DMG-1224,Shipping Damage,81,77,warehouse2,Transaction processed for Backup location,system,2025-12-24
1225,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-02-15,-32,64.18,-2053.76,SO-42668,Customer Sale,21,-11,warehouse1,Transaction processed for Backup location,system,2026-02-15
1226,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2026-02-04,-29,130.35,-3780.15,SO-24792,Customer Sale,113,84,warehouse2,Transaction processed for Main location,system,2026-02-04
1227,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Receipt,2025-08-25,102,254.43,25952.0,PO-2928,Purchase Order Receipt,60,162,warehouse1,Transaction processed for Backup location,system,2025-08-25
1228,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2025-07-25,141,53.41,7531.48,PO-9943,Purchase Order Receipt,44,185,system,Transaction processed for Main location,system,2025-07-25
1229,2061,Mixing Bowl,Kitchen,Main,Sale,2025-11-24,-20,29.75,-595.0,SO-15800,Customer Sale,41,21,system,Transaction processed for Main location,system,2025-11-24
1230,1551,BaseCamp Folding Table,Camping,Regional,Sale,2026-01-09,-47,71.85,-3376.95,SO-18266,Customer Sale,118,71,warehouse2,Transaction processed for Regional location,system,2026-01-09
1231,1531,Summit Breeze Jacket,Camping,Backup,Return,2026-02-21,3,87.1,261.31,RET-70076,Customer Return,117,120,system,Transaction processed for Backup location,system,2026-02-21
1232,2051,Ice Cream Bowl,Kitchen,Main,Sale,2026-04-24,-43,18.6,-799.8,SO-98225,Customer Sale,111,68,system,Transaction processed for Main location,system,2026-04-24
1233,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2026-03-24,-46,64.18,-2952.28,SO-66800,Customer Sale,46,0,system,Transaction processed for Backup location,system,2026-03-24
1234,1531,Summit Breeze Jacket,Camping,Backup,Sale,2026-02-19,-25,108.88,-2722.0,SO-92237,Customer Sale,79,54,warehouse2,Transaction processed for Backup location,system,2026-02-19
1235,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2026-04-10,-10,376.2,-3762.0,SO-97343,Customer Sale,4,-6,system,Transaction processed for Backup location,system,2026-04-10
1236,1543,TrekStar Hiking Sandals,Camping,Regional,Sale,2025-10-04,-45,62.07,-2793.15,SO-83691,Customer Sale,44,-1,warehouse1,Transaction processed for Regional location,system,2025-10-04
1237,1522,SummitClimber Backpack,Camping,Backup,Transfer,2025-08-01,-30,161.55,-4846.5,TRF-1850,Warehouse Transfer,111,81,warehouse2,Transaction processed for Backup location,system,2025-08-01
